model,sample_index,number_of_atoms,dft_negative_mode_count,predicted_negative_mode_count,exact_negative_mode_count_match,dft_stationary_point_class,predicted_stationary_point_class,three_class_match
LeftNet-CF AD,767,12,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,768,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,769,14,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-CF AD,770,16,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,771,13,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,772,8,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,773,12,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-CF AD,774,15,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,775,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,776,14,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,777,14,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,778,15,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,779,12,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,780,14,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,781,11,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,782,13,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,783,14,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,784,15,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,785,15,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-CF AD,786,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,787,14,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,788,18,2,3,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,789,17,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,790,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,791,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,792,15,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,793,10,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,794,17,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,795,14,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,796,15,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,797,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,798,16,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,799,19,0,1,False,Minimum,Transition state,False
LeftNet-CF AD,800,13,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,801,6,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,802,9,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,803,13,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,804,15,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,805,12,3,4,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,806,14,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,807,10,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,808,13,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,809,18,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,810,12,2,3,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,811,15,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,812,14,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,813,14,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,814,9,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,815,15,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,816,16,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,817,14,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,818,18,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,819,16,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,820,10,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,821,10,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,822,14,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-CF AD,823,12,0,1,False,Minimum,Transition state,False
LeftNet-CF AD,824,17,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,825,16,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-CF AD,826,19,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,827,13,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,828,14,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,829,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,830,11,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,831,8,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,832,16,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,833,10,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,834,14,0,1,False,Minimum,Transition state,False
LeftNet-CF AD,835,16,0,1,False,Minimum,Transition state,False
LeftNet-CF AD,836,21,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,837,14,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,838,12,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,839,11,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,840,14,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,841,18,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,842,11,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,843,17,2,1,False,Higher-order saddle point,Transition state,False
LeftNet-CF AD,844,11,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,845,15,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-CF AD,846,16,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,847,12,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,848,12,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,849,9,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,850,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,851,16,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,852,16,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,853,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,854,15,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,855,10,0,1,False,Minimum,Transition state,False
LeftNet-CF AD,856,15,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,857,15,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,858,10,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,859,10,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,860,13,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,861,18,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,862,11,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,863,16,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,864,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,865,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,866,11,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,867,13,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,868,12,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-CF AD,869,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,870,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,871,15,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,872,14,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,873,21,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,874,15,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,875,11,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,876,13,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,877,14,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-CF AD,878,17,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,879,13,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,880,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,881,14,0,1,False,Minimum,Transition state,False
LeftNet-CF AD,882,16,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,883,11,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,884,10,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,885,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,886,13,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,887,16,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,888,17,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,889,10,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,890,11,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,891,18,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,892,16,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,893,10,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,894,16,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,895,17,0,1,False,Minimum,Transition state,False
LeftNet-CF AD,896,14,0,1,False,Minimum,Transition state,False
LeftNet-CF AD,897,18,2,3,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,898,13,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,899,17,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,900,14,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,901,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,902,18,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,903,6,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,904,19,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,905,11,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,906,12,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,907,18,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,908,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,909,12,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,910,15,0,1,False,Minimum,Transition state,False
LeftNet-CF AD,911,16,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,912,16,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,913,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,914,15,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,915,14,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,916,11,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,917,14,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,918,14,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,919,15,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,920,14,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,921,13,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,922,13,1,0,False,Transition state,Minimum,False
LeftNet-CF AD,923,12,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,924,15,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,925,10,3,4,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,926,17,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,927,15,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,928,16,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,929,13,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,930,20,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,931,19,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,932,15,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-CF AD,933,16,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,934,8,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,935,19,4,4,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,936,14,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,937,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,938,11,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,939,16,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,940,12,1,0,False,Transition state,Minimum,False
LeftNet-CF AD,941,16,4,4,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,942,11,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,943,12,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,944,13,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,945,14,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,946,13,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-CF AD,947,16,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,948,9,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,949,13,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,950,14,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,951,12,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,952,16,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,953,12,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,954,14,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,955,12,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,956,12,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,957,13,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,958,15,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,959,13,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,960,16,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,961,14,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-CF AD,962,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,963,12,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,964,16,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,965,19,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,966,14,2,1,False,Higher-order saddle point,Transition state,False
LeftNet-CF AD,967,8,1,0,False,Transition state,Minimum,False
LeftNet-CF AD,968,11,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,969,12,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,970,19,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,971,12,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,972,11,0,1,False,Minimum,Transition state,False
LeftNet-CF AD,973,19,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,974,16,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,975,12,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,976,16,2,3,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,977,14,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,978,14,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,979,10,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,980,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,981,9,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,982,19,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,983,18,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,984,10,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,985,17,2,1,False,Higher-order saddle point,Transition state,False
LeftNet-CF AD,986,14,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,987,15,0,1,False,Minimum,Transition state,False
LeftNet-CF AD,988,16,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,989,18,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,990,17,0,0,True,Minimum,Minimum,True
LeftNet-CF AD,991,13,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,992,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,993,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-CF AD,994,11,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,995,12,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,996,10,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,997,11,1,1,True,Transition state,Transition state,True
LeftNet-CF AD,998,12,1,0,False,Transition state,Minimum,False
LeftNet-CF AD,999,10,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,0,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,1,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,2,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,3,18,0,2,False,Minimum,Higher-order saddle point,False
LeftNet-DF AD,4,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,5,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,6,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,7,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,8,15,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,9,17,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,10,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,11,15,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,12,11,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,13,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,14,10,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,15,18,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,16,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,17,10,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,18,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,19,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,20,15,1,0,False,Transition state,Minimum,False
LeftNet-DF AD,21,17,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,22,15,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,23,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,24,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,25,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,26,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,27,15,2,3,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,28,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,29,14,2,4,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,30,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,31,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,32,13,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,33,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,34,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,35,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,36,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,37,11,2,3,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,38,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,39,11,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,40,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,41,10,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,42,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,43,10,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,44,15,1,1,True,Transition state,Transition state,True
